List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants, Mkt Cap £m ,International Main Market,FCA Listing Category
20-Dec-02,JPMORGAN RUSSIAN SECURITIES        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,149.40334458,N,Premium
18-Dec-13,JPMORGAN SENIOR SECURED LOAN FUND  ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,76.13625,N,Premium
6-Aug-90,JPMORGAN SMALLER COS IT PLC        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,131.59372408,N,Premium
6-Mar-14,JPMORGAN US SMALLER CO INV TST PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,99.6601168125,N,Premium
9-Dec-13,JQW PLC                            ,5377,General Retailers,Specialized Consumer Services,JE,AIM,YES,NO,NO,NO,31.935748515,N,
24-Nov-10,JUBILANT ENERGY N.V.               ,533,Oil & Gas Producers,Exploration & Production,NL,AIM,YES,NO,NO,NO,44.7529796025,N,
31-Jul-02,JUBILEE PLATINUM                   ,1779,Mining,Platinum & Precious Metals,GB,AIM,YES,NO,NO,NO,10.71295316,N,
24-May-05,JUDGES SCIENTIFIC PLC              ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,AIM,YES,NO,NO,NO,82.39977625,N,
30-Nov-99,JUPITER DIVIDEND & GROWTH TRUST    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,YES,NO,NO,48.7777882463,N,Premium
9-Nov-11,JUPITER ENERGY                     ,533,Oil & Gas Producers,Exploration & Production,AU,AIM,YES,NO,NO,NO,30.6755386,N,
20-Nov-00,JUPITER EUROPEAN OPPORTUNITIES TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,369.7152228225,N,Premium
21-Jun-10,JUPITER FUND MANAGEMENT PLC        ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,1670.146993484,N,Premium
8-Jun-06,JUPITER GREEN INVESTMENT TRUST     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,34.41528141,N,Premium
22-Nov-13,JUPITER PRIMADONA GROWTH TRUST     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,66.868347,N,Premium
11-Mar-93,JUPITER US SMALLER COMPANIES PLC   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,143.3273045,N,Premium
21-Dec-07,JURIDICA INVESTMENTS LTD           ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,142.94464587,N,
8-Apr-14,JUST EAT PLC                       ,5377,General Retailers,Specialized Consumer Services,GB,Main Market,YES,NO,NO,NO,1745.447319695,N,Premium
15-Nov-13,JUST RETIREMENT GROUP PLC          ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,740,N,Premium
1-Jul-08,JZ CAPITAL PARTNERS LTD            ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,524.04997242,N,
28-Mar-01,K3 BUSINESS TECHNOLOGY GROUP       ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,71.20287104,N,
12-Feb-53,KAKUZI                             ,3577,Food Producers,Food Products,KE,Main Market,YES,NO,NO,NO,5.2266664,Y,Standard
29-Nov-13,KALIBRATE TECHNOLOGIES PLC         ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,35.22151888,N,
13-Dec-06,KALIMANTAN GOLD CORP LTD           ,1775,Mining,General Mining,BM,AIM,YES,NO,NO,NO,2.014034083,N,
1-Sep-05,KARELIAN DIAMOND RESOURCES         ,1773,Mining,Diamonds & Gemstones,IE,AIM,YES,NO,NO,NO,3.5100541665,N,
12-Oct-05,KAZ MINERALS PLC                   ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,1350.140185718,N,Premium
25-Jul-07,KAZAKHSTAN KAGAZY PLC              ,2723,General Industrials,Containers & Packaging,IM,Main Market,NO,YES,NO,NO,3.07944,N,Standard
8-Nov-06,KAZKOMMERTSBANK JSC                ,8355,Banks,Banks,KZ,Main Market,NO,YES,NO,NO,133.0283265648,Y,Standard
5-Oct-06,KAZMUNAIGAS EXPLORATION PRODUCTION ,533,Oil & Gas Producers,Exploration & Production,KZ,Main Market,NO,YES,NO,NO,262.3867168445,Y,Standard
26-Jun-06,KBC ADVANCED TECHNOLOGIES          ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,GB,AIM,YES,NO,NO,NO,75.86675915,N,
17-Dec-12,KCELL JSC                          ,6575,Mobile Telecommunications,Mobile Telecommunications,KZ,Main Market,NO,YES,NO,NO,1806.9146127069,Y,Standard
19-Jul-99,KCOM GROUP PLC                     ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,GB,Main Market,YES,NO,NO,NO,464.0439358075,N,Premium
15-Feb-10,KEA PETROLEUM PLC                  ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,1.8562424008,N,
18-Dec-06,KEFI MINERALS PLC                  ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,13.27987146,N,
24-Sep-07,KELLAN GROUP(THE)PLC               ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,3.716839819,N,
5-May-94,KELLER GROUP                       ,2357,Construction & Materials,Heavy Construction,GB,Main Market,YES,NO,NO,NO,621.970668,N,Premium
1-Mar-13,KEMIN RESOURCES PLC                ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,12.4568545988,N,
17-Nov-94,KENMARE RESOURCES                  ,1775,Mining,General Mining,IE,Main Market,YES,NO,NO,NO,89.8590416688,Y,Premium
12-Jun-06,KENNEDY VENTURES PLC               ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,2.666175,N,
28-Feb-14,KENNEDY WILSON EUROPE REAL EST PLC ,8633,Real Estate Investment & Services,Real Estate Holding & Development,JE,Main Market,YES,NO,NO,NO,1427.23874115,N,Premium
19-Apr-90,KERRY GROUP PLC                    ,3577,Food Producers,Food Products,IE,Main Market,YES,NO,NO,NO,7894.7247251296,Y,Premium
19-Nov-54,KEYSTONE INVESTMENT TRUST          ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,247.63058175,N,Premium
12-Jul-13,KEYWORDS STUDIOS PLC               ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,67.124634975,N,
7-Sep-12,KIBO MINING PLC                    ,1775,Mining,General Mining,IE,AIM,YES,NO,NO,NO,22.6246974525,N,
12-Dec-96,KIER GROUP                         ,2357,Construction & Materials,Heavy Construction,GB,Main Market,YES,NO,NO,NO,818.44423773,N,Premium
15-Dec-05,KIMBERLY ENTERPRISES N.V.          ,8633,Real Estate Investment & Services,Real Estate Holding & Development,NL,AIM,YES,NO,NO,NO,0.2721111118,N,
24-Nov-82,KINGFISHER                         ,5375,General Retailers,Home Improvement Retailers,GB,Main Market,YES,NO,NO,NO,8000.971286715,N,Premium
4-Apr-96,KINGS ARMS YARD VCT PLC            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,36.06273792,N,Premium
8-Jun-95,KINGSPAN GROUP                     ,2353,Construction & Materials,Building Materials & Fixtures,IE,Main Market,YES,NO,NO,NO,1825.7191546735,Y,Premium
1-Jul-04,KIRKLAND LAKE GOLD INC             ,1777,Mining,Gold Mining,CA,AIM,YES,NO,NO,NO,120.6865439,N,
30-Dec-13,KODAL MINERALS PLC                 ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,2.0571584539,N,
5-Dec-13,KOFAX LTD                          ,9537,Software & Computer Services,Software,BM,Main Market,YES,NO,NO,NO,438.1299744525,Y,Premium
17-Jun-11,KOLAR GOLD LTD                     ,1777,Mining,Gold Mining,GG,AIM,YES,NO,NO,NO,2.7055443188,N,
11-Jul-95,KOMERCNI BANKA                     ,8355,Banks,Banks,CZ,Main Market,NO,YES,NO,NO,264.023487,Y,Standard
27-Sep-99,KONAMI CORP                        ,3747,Leisure Goods,Toys,JP,Main Market,YES,NO,NO,NO,856.3709994591,Y,Standard
18-Jun-96,KONINKLIJKE KPN NV                 ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,NL,Main Market,YES,NO,NO,NO,0,Y,Standard
10-Mar-14,KOOVS PLC                          ,5371,General Retailers,Apparel Retailers,GB,AIM,YES,NO,NO,NO,37.37161445,N,
16-Oct-13,KROMEK GROUP PLC                   ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,36.6310186,N,
31-Mar-10,KSK POWER VENTUR PLC               ,7535,Electricity,Electricity,IM,Main Market,YES,NO,NO,NO,127.098735,N,Standard
1-Jun-99,KT CORP                            ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,KR,Main Market,NO,YES,NO,NO,1829.7420291501,Y,Standard
15-Mar-06,KUALA LTD                          ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,1.18652415,N,
27-Dec-06,KUBERA CROSS-BORDER FUND LTD       ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,20.1812762143,N,
16-Feb-05,KUMHO TIRE CO INC                  ,3357,Automobiles & Parts,Tires,KR,Main Market,NO,YES,NO,NO,119.4630255,Y,Standard
21-Feb-94,L.A.B.INVESTMENTS                  ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
22-May-95,L.G.S.INVESTMENTS                  ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
20-Sep-67,LADBROKES PLC                      ,5752,Travel & Leisure,Gambling,GB,Main Market,YES,NO,NO,NO,1034.26201502,N,Premium
23-Jun-49,LAIRD PLC                          ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,Main Market,YES,NO,NO,NO,828.95270147,N,Premium
6-Nov-08,LAMPRELL PLC                       ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,IM,Main Market,YES,NO,NO,NO,413.04979749,N,Premium
16-Mar-09,LANCASHIRE HLDGS                   ,8536,Nonlife Insurance,Property & Casualty Insurance,BM,Main Market,YES,NO,NO,NO,1026.0695368,Y,Premium
6-Sep-02,LAND SECURITIES GROUP PLC          ,8671,Real Estate Investment Trusts,Industrial & Offices REITs,GB,Main Market,YES,NO,NO,NO,9186.34127619,N,Premium
6-Apr-05,LANDORE RESOURCES PLC              ,1775,Mining,General Mining,GG,AIM,YES,NO,NO,NO,7.1154025938,N,
21-Apr-06,LANSDOWNE OIL & GAS                ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,13.8783407013,N,
27-Sep-04,LARSEN & TOUBRO                    ,2357,Construction & Materials,Heavy Construction,IN,Main Market,NO,YES,NO,NO,0,Y,
3-Oct-97,LATCHWAYS                          ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,80.1040968,N,Premium
31-Dec-04,LATHAM(JAMES)                      ,2797,Support Services,Industrial Suppliers,GB,AIM,YES,NO,YES,NO,108.80450775,N,
10-Oct-96,LAVENDON GROUP                     ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,284.559313725,N,Premium
10-Jul-46,LAW DEBENTURE CORP                 ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,623.3615352,N,Premium
8-Feb-12,LEAD ALL INVESTMENTS LTD           ,8775,General Financial,Specialty Finance,KY,AIM,YES,NO,NO,NO,1.95000013,N,
28-Jun-07,LEAF CLEAN ENERGY CO               ,8775,General Financial,Specialty Finance,KY,AIM,YES,NO,NO,NO,43.77354684,N,
8-Nov-13,LEARNING TECHNOLOGIES GROUP PLC    ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,75.330282275,N,
23-Oct-06,LED INTL HLDGS LTD                 ,2737,Electronic & Electrical Equipment,Electronic Equipment,HK,AIM,YES,NO,NO,NO,0,N,
12-Jun-13,VERSARIEN PLC                      ,1357,Chemicals,Specialty Chemicals,GB,AIM,YES,NO,NO,NO,24.26991372,N,
27-Mar-07,VERTU MOTORS PLC                   ,5379,General Retailers,Specialty Retailers,GB,AIM,YES,NO,NO,NO,201.9640441125,N,
17-Dec-12,VESUVIUS PLC                       ,2727,General Industrials,Diversified Industrials,GB,Main Market,YES,NO,NO,NO,1216.3097429,N,Premium
26-Oct-06,VIANET GROUP PLC                   ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,20.74380136,N,
16-Dec-13,VICTORIA                           ,3726,Household Goods,Furnishings,GB,AIM,YES,NO,NO,NO,67.0956114,N,
27-Jul-04,VICTORIA OIL & GAS                 ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,0,N,
21-Dec-95,VICTREX                            ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,NO,NO,1757.53710174,N,Premium
15-Jun-06,VIETNAM HLDG LTD                   ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,72.4379973611,N,
5-Jul-07,VIETNAM INFRASTRUCTURE LTD         ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,122.9643169206,N,
2-Aug-07,VIMETCO NV                         ,1753,Industrial Metals,Aluminum,NL,Main Market,NO,YES,NO,NO,42.2431266348,Y,Standard
30-Sep-03,VINACAPITAL VIETNAM OPPORTUNITY FD ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,439.7542133985,N,
22-Mar-06,VINALAND                           ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,182.6767895909,N,
20-Dec-13,VINALAND ZDP LTD                   ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,NO,NO,YES,NO,486.5346225,N,Standard
16-Aug-10,VIPERA PLC                         ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,10.3429114425,N,
18-Nov-14,VIRGIN MONEY HLDGS (UK) PLC        ,8355,Banks,Banks,GB,Main Market,YES,NO,NO,NO,1271.81046528,N,Premium
20-Jan-14,VISLINK PLC                        ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,AIM,YES,NO,NO,NO,50.26728494,N,
18-Dec-72,VITEC GROUP PLC (THE)              ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,258.437159455,N,Premium
3-Oct-01,VITESSE MEDIA                      ,5557,Media,Publishing,GB,AIM,YES,NO,NO,NO,1.4568413613,N,
9-Nov-12,VMOTO LTD                          ,3745,Leisure Goods,Recreational Products,AU,AIM,YES,NO,NO,NO,28.1540099483,N,
26-Oct-88,VODAFONE GROUP                     ,6575,Mobile Telecommunications,Mobile Telecommunications,GB,Main Market,YES,NO,NO,NO,64262.865236806,N,Premium
20-Jul-39,VOLEX PLC                          ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,Main Market,YES,NO,NO,NO,61.51536325,N,Premium
25-Apr-07,VOLGA GAS PLC                      ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,59.548083,N,
23-Jun-14,VOLUTION GROUP PLC                 ,2353,Construction & Materials,Building Materials & Fixtures,GB,Main Market,YES,NO,NO,NO,280.5,N,Premium
24-Dec-02,VOLVERE                            ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,12.57177295,N,
6-Apr-73,VP                                 ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,251.1491375,N,Premium
17-May-07,VTB BANK(JSC)                      ,8355,Banks,Banks,RU,Main Market,NO,YES,NO,NO,9562.0610427015,Y,Standard
4-Nov-04,W RESOURCES PLC                    ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,7.516887909,N,
27-Jul-00,W.H.IRELAND GROUP                  ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,21.835301055,N,
21-Dec-06,WALCOM GROUP LTD                   ,3577,Food Producers,Food Products,VG,AIM,YES,NO,NO,NO,0.51625791,N,
22-Aug-96,WALKER CRIPS GROUP PLC             ,8777,General Financial,Investment Services,GB,Main Market,YES,NO,NO,NO,15.2310818325,N,Premium
15-Apr-03,WALKER GREENBANK                   ,3726,Household Goods,Furnishings,GB,AIM,YES,NO,NO,NO,119.48747805,N,
10-Nov-10,WALSIN LIHWA CORP                  ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,TW,Main Market,NO,YES,NO,NO,0,Y,
1-Jun-12,WANDISCO PLC                       ,9537,Software & Computer Services,Software,JE,AIM,YES,NO,NO,NO,124.06392585,N,
30-Jul-10,WATER INTELLIGENCE PLC             ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,3.59300202,N,
11-Jul-11,WATERLOGIC PLC                     ,2791,Support Services,Business Support Services,JE,AIM,YES,NO,NO,NO,0,N,
24-May-88,WATERMAN GROUP PLC                 ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,16.60841496,N,Premium
19-Jul-06,WEATHERLY INTERNATIONAL            ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,18.45961644,N,
9-May-00,WEBIS HOLDINGS PLC                 ,5752,Travel & Leisure,Gambling,IM,AIM,YES,NO,NO,NO,6.883420425,N,
25-Jan-46,WEIR GROUP                         ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,3933.43202931,N,Premium
14-May-13,WEISS KOREA OPPORTUNITY FUND LTD   ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,126,N,
25-Oct-11,WENTWORTH RESOURCES LTD            ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,44.670933,N,
24-Oct-85,WERELDHAVE PROPERTY CORP           ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
27-Jun-11,LEED RESOURCES PLC                 ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,3.570954508,N,
3-Aug-92,LEEDS BUILDING SOCIETY             ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
13-Mar-02,LEEDS GROUP PLC                    ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,11.1177368,N,
2-Jul-79,LEGAL & GENERAL GROUP              ,8575,Life Insurance,Life Insurance,GB,Main Market,YES,NO,NO,NO,14602.242203516,N,Premium
2-Mar-00,LEGENDARY INVESTMENTS              ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,2.7523513673,N,
17-May-13,LEKOIL LTD                         ,533,Oil & Gas Producers,Exploration & Production,KY,AIM,YES,NO,NO,NO,101.2297999488,N,
5-Mar-14,LENTA LTD                          ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,VG,Main Market,NO,YES,NO,NO,1866.0067042481,Y,Standard
9-Apr-09,LEWIS(JOHN)                        ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
9-Apr-09,LEWIS(JOHN)PARTNERSHIP             ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
10-Jan-14,LEYSHON ENERGY LTD                 ,533,Oil & Gas Producers,Exploration & Production,VG,AIM,YES,NO,NO,NO,6.2364303,N,
31-Dec-10,LEYSHON RESOURCES                  ,1777,Mining,Gold Mining,AU,AIM,YES,NO,NO,NO,0,N,
21-Dec-01,LG CHEM                            ,1353,Chemicals,Commodity Chemicals,KR,Main Market,NO,YES,NO,NO,3984.0154417791,Y,Standard
5-Sep-02,LG ELECTRONICS INC                 ,3743,Leisure Goods,Consumer Electronics,KR,Main Market,NO,YES,NO,NO,0,Y,Standard
16-Nov-07,LGO ENERGY PLC                     ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,107.7892135355,N,
5-Jul-01,LIDCO GROUP                        ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,23.96731887,N,
7-Jan-08,LIFELINE SCIENTIFIC INC            ,4535,Health Care Equipment & Services,Medical Equipment,US,AIM,YES,NO,NO,NO,22.0643525,N,
9-Apr-02,LIGHTHOUSE GROUP PLC               ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,6.2250560775,N,
27-Nov-08,LIGHTWAVERF PLC                    ,3743,Leisure Goods,Consumer Electronics,GB,AIM,YES,NO,NO,NO,3.52094626,N,
12-May-14,LIMITLESS EARTH PLC                ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,3.1065,N,
22-Jan-01,LINDSELL TRAIN INVESTMENT TST(THE) ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,0,N,Premium
21-Jul-99,LIONTRUST ASSET MANAGEMENT         ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,131.0266296,N,Premium
5-Mar-10,LITEBULB GROUP LTD                 ,3763,Personal Goods,Clothing & Accessories,JE,AIM,YES,NO,NO,NO,20.9083963095,N,
27-Sep-96,LITE-ON TECHNOLOGY CORP            ,9572,Technology Hardware & Equipment,Computer Hardware,TW,PSM,NO,YES,NO,NO,84.877065,N,Standard
15-Jun-05,LIVERMORE INVESTMENTS GROUP LTD    ,8775,General Financial,Specialty Finance,VG,AIM,YES,NO,NO,NO,70.398701325,N,
13-Oct-05,LLOYD ELECTRIC & ENGINEERING       ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,IN,PSM,NO,YES,NO,NO,0,N,Standard
8-Oct-86,LLOYDS BANKING GROUP PLC           ,8355,Banks,Banks,GB,Main Market,YES,NO,YES,NO,54955.672975761,N,Premium
8-Feb-00,LLOYDS CAPITAL 2 L.P.              ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
30-Jun-09,LMS CAPITAL PLC                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,175.44390006,N,Premium
2-May-07,LOCAL SHOPPING REIT PLC(THE)       ,8672,Real Estate Investment Trusts,Retail REITs,GB,Main Market,YES,NO,NO,NO,27.22693149,N,Premium
28-Jun-00,LOK'N STORE GROUP                  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,62.73553008,N,
30-Sep-04,LOMBARD RISK MANAGEMENT            ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,34.551071625,N,
29-Nov-44,LONDON & ASSOCIATED PROPERTIES     ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,32.76191256,N,Standard
9-Feb-59,LONDON & ST LAWRENCE INVESTMENT    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,106.85778954,N,Premium
22-Dec-05,LONDON CAPITAL GROUP HLDGS PLC     ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,20.2277084375,N,
13-Nov-46,LONDON FINANCE & INVESTMENT GROUP  ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,9.828,N,Premium
30-Dec-99,LONDON SECURITY PLC                ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,286.30548795,N,
15-May-06,LONDON STOCK EXCHANGE GROUP        ,8777,General Financial,Investment Services,GB,Main Market,YES,NO,NO,NO,7745.76706151,N,Premium
1-Oct-10,LONDONMETRIC PROPERTY PLC          ,8674,Real Estate Investment Trusts,Diversified REITs,GB,Main Market,YES,NO,NO,NO,1100.848896658,N,Premium
22-Sep-61,LONMIN                             ,1779,Mining,Platinum & Precious Metals,GB,Main Market,YES,NO,NO,NO,1014.634861506,N,Premium
21-Jun-73,LOOKERS                            ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,504.4863369,N,Premium
8-Feb-06,LOTTE SHOPPING CO LTD              ,5373,General Retailers,Broadline Retailers,KR,Main Market,NO,YES,NO,NO,1073.4048223626,Y,Standard
18-Sep-47,LOW & BONAR PLC                    ,2353,Construction & Materials,Building Materials & Fixtures,GB,Main Market,YES,NO,YES,NO,159.6497754775,N,Premium
5-Apr-66,LOWLAND INVESTMENT CO              ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,348.00584604,N,Premium
7-May-02,LPA GROUP                          ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,10.950361825,N,
21-Nov-06,LSL PROPERTY SERVICES PLC          ,8637,Real Estate Investment & Services,Real Estate Services,GB,Main Market,YES,NO,NO,NO,310.393671,N,Premium
16-Nov-07,LSR GROUP OJSC                     ,2357,Construction & Materials,Heavy Construction,RU,Main Market,NO,YES,NO,NO,515.5724685794,Y,Standard
14-May-08,LUCKY CEMENT LTD                   ,2353,Construction & Materials,Building Materials & Fixtures,PK,PSM,NO,YES,NO,NO,356.06025,N,Standard
2-Aug-07,LUDGATE ENVIRONMENTAL FUND LTD     ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,AIM,YES,NO,NO,NO,24.31210408,N,
3-Apr-06,LUDORUM                            ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,2.021512995,N,
7-May-97,LUKOIL OAO                         ,537,Oil & Gas Producers,Integrated Oil & Gas,RU,Main Market,YES,YES,NO,NO,42913.3792375193,Y,Standard
23-Oct-09,LXB RETAIL PROPERTIES PLC          ,8633,Real Estate Investment & Services,Real Estate Holding & Development,JE,AIM,YES,NO,NO,NO,253.40991612,N,
19-Dec-14,M J GLEESON PLC                    ,3728,Household Goods,Home Construction,GB,Main Market,YES,NO,NO,NO,191.7000036,N,Premium
12-Nov-09,M WINKWORTH PLC                    ,8637,Real Estate Investment & Services,Real Estate Services,GB,AIM,YES,NO,NO,NO,16.039568765,N,
14-Jul-04,M&C SAATCHI                        ,5555,Media,Media Agencies,GB,AIM,YES,NO,NO,NO,242.564355,N,
17-Mar-97,M&G HIGH INCOME INVESTMENT TRUST   ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,GB,Main Market,YES,NO,YES,NO,697.0212364,N,Premium
28-Oct-02,M.P.EVANS GROUP                    ,3573,Food Producers,Farming & Fishing,GB,AIM,YES,NO,NO,NO,213.3902874988,N,
30-Jun-10,MACAU PROPERTY OPPORTUNITIES FUND  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,212.9560229875,N,Premium
20-Jun-73,MACFARLANE GROUP                   ,2723,General Industrials,Containers & Packaging,GB,Main Market,YES,NO,NO,NO,45.4831464,N,Premium
14-Mar-06,MACQUARIE KOREA INFRASTRUCTURE FUND,2777,Industrial Transportation,Transportation Services,KR,PSM,NO,YES,NO,NO,794.7145143756,N,Standard
20-Sep-13,MACROMAC PLC                       ,9537,Software & Computer Services,Software,JE,AIM,YES,NO,NO,NO,34.3809375,N,
29-Nov-10,MADAGASCAR OIL LTD                 ,533,Oil & Gas Producers,Exploration & Production,BM,AIM,YES,NO,NO,NO,47.6503469263,N,
22-Apr-08,MAGNIT PJSC                        ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,RU,Main Market,NO,YES,NO,NO,12957.6044848751,Y,Standard
30-Apr-07,MAGNITOGORSK IRON & STEEL WORKS    ,1757,Industrial Metals,Steel,RU,Main Market,NO,YES,NO,NO,1323.4876449631,Y,Standard
